state initials,county name,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,year
LA,Bienville Parish,576,624,710,989,992,2020
LA,Caldwell Parish,568,572,718,1016,1038,2020
LA,Catahoula Parish,547,569,710,897,1039,2020
LA,Claiborne Parish,588,591,779,971,1055,2020
LA,Concordia Parish,576,624,710,914,1039,2020
LA,East Carroll Parish,547,551,710,946,1039,2020
LA,Evangeline Parish,576,593,710,898,1054,2020
LA,Franklin Parish,536,539,710,885,1039,2020
LA,Jackson Parish,576,594,710,945,967,2020
LA,Jefferson Davis Parish,606,624,710,996,1000,2020
LA,La Salle Parish,583,586,736,960,1077,2020
LA,Lincoln Parish,707,711,828,1176,1180,2020
LA,Madison Parish,536,539,710,920,962,2020
LA,Morehouse Parish,606,624,710,980,1039,2020
LA,Natchitoches Parish,630,682,898,1176,1216,2020
LA,Red River Parish,670,674,846,1054,1146,2020
LA,Richland Parish,552,556,732,912,1285,2020
LA,Sabine Parish,463,539,710,987,1170,2020
LA,St. Landry Parish,587,591,778,1018,1054,2020
LA,St. Mary Parish,763,777,947,1228,1525,2020
LA,Tensas Parish,562,566,710,1024,1039,2020
LA,Vernon Parish,771,866,1140,1421,1704,2020
LA,Washington Parish,605,655,746,1024,1207,2020
LA,West Carroll Parish,536,539,710,937,1039,2020
LA,Winn Parish,590,594,782,974,1193,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Aroostook County,526,608,721,999,1086,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Franklin County,615,653,753,1018,1020,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Hancock County,768,803,946,1199,1302,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Kennebec County,667,675,830,1083,1143,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Knox County,733,765,913,1273,1334,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Lincoln County,737,742,923,1150,1425,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Oxford County,650,654,835,1079,1313,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Piscataquis County,468,627,718,1020,1261,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Somerset County,543,623,821,1074,1178,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Waldo County,741,763,868,1146,1524,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
ME,Washington County,619,623,821,1023,1112,2020
MD,Caroline County,780,785,1034,1355,1624,2020
MD,Dorchester County,849,851,995,1376,1511,2020
MD,Garrett County,506,624,776,1101,1362,2020
MD,Kent County,844,850,1119,1541,1661,2020
MD,Talbot County,947,970,1278,1685,2170,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Dukes County,1224,1650,1878,2340,2597,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Franklin County,889,907,1156,1549,1665,2020
MA,Nantucket County,1384,1447,1906,2572,2582,2020
MI,Alcona County,609,619,713,950,1004,2020
MI,Alger County,495,541,713,889,1121,2020
MI,Allegan County,652,656,818,1099,1208,2020
MI,Alpena County,495,605,713,1011,1037,2020
MI,Antrim County,470,607,722,983,1102,2020
MI,Arenac County,465,574,713,953,1174,2020
MI,Baraga County,520,541,713,889,1004,2020
MI,Benzie County,578,632,832,1037,1139,2020
MI,Branch County,578,607,769,980,1042,2020
MI,Charlevoix County,552,612,794,1090,1359,2020
MI,Cheboygan County,511,565,735,962,996,2020
MI,Chippewa County,481,559,722,900,978,2020
MI,Clare County,495,541,713,958,993,2020
MI,Crawford County,532,581,765,1026,1085,2020
MI,Delta County,511,581,713,1007,1059,2020
MI,Dickinson County,534,600,769,958,1042,2020
MI,Emmet County,548,638,840,1117,1196,2020
MI,Gladwin County,495,563,713,926,1116,2020
MI,Gogebic County,495,595,713,1029,1252,2020
MI,Grand Traverse County,671,835,966,1276,1507,2020
MI,Gratiot County,465,541,713,889,966,2020
MI,Hillsdale County,572,583,768,967,1040,2020
MI,Houghton County,497,584,751,971,1319,2020
MI,Huron County,544,547,713,909,1073,2020
MI,Ionia County,615,619,815,1036,1162,2020
MI,Iosco County,465,626,713,910,1252,2020
MI,Iron County,494,578,713,965,1252,2020
MI,Isabella County,587,630,767,1043,1168,2020
MI,Kalkaska County,476,554,730,981,1057,2020
MI,Keweenaw County,495,548,713,1001,1004,2020
MI,Lake County,495,541,713,889,966,2020
MI,Leelanau County,702,710,854,1158,1443,2020
MI,Lenawee County,512,597,786,1029,1111,2020
MI,Luce County,495,626,713,976,997,2020
MI,Mackinac County,495,621,713,931,1190,2020
MI,Manistee County,524,572,754,1000,1021,2020
MI,Marquette County,538,626,825,1028,1170,2020
MI,Mason County,542,588,775,969,1050,2020
MI,Mecosta County,609,612,713,915,966,2020
MI,Menominee County,495,619,713,974,978,2020
MI,Missaukee County,544,595,783,976,1061,2020
MI,Montmorency County,495,544,713,995,1004,2020
MI,Newaygo County,522,571,752,967,1019,2020
MI,Oceana County,495,541,713,962,966,2020
MI,Ogemaw County,549,626,713,935,1108,2020
MI,Ontonagon County,495,618,713,957,1004,2020
MI,Osceola County,495,571,713,889,966,2020
MI,Oscoda County,495,590,713,1001,1004,2020
MI,Otsego County,573,630,824,1108,1172,2020
MI,Presque Isle County,495,618,713,1005,1032,2020
MI,Roscommon County,576,579,713,962,966,2020
MI,St. Joseph County,509,561,733,928,1104,2020
MI,Sanilac County,535,541,713,911,1098,2020
MI,Schoolcraft County,495,541,713,889,998,2020
MI,Shiawassee County,563,567,747,1016,1076,2020
MI,Tuscola County,465,582,713,960,1040,2020
MI,Wexford County,545,595,784,977,1062,2020
MN,Aitkin County,625,635,836,1084,1245,2020
MN,Becker County,525,651,796,1062,1328,2020
MN,Beltrami County,567,660,869,1146,1177,2020
MN,Big Stone County,471,542,714,1002,1006,2020
MN,Brown County,470,579,721,898,977,2020
MN,Cass County,538,626,825,1028,1118,2020
MN,Chippewa County,487,574,714,1030,1102,2020
MN,Clearwater County,576,580,764,1072,1076,2020
MN,Cook County,533,711,809,1078,1420,2020
MN,Cottonwood County,471,542,714,921,1141,2020
MN,Crow Wing County,588,686,903,1173,1288,2020
MN,Douglas County,563,656,864,1144,1170,2020
MN,Faribault County,471,542,714,945,1030,2020
MN,Freeborn County,499,582,766,967,1188,2020
MN,Goodhue County,637,641,843,1125,1272,2020
MN,Grant County,471,619,714,1030,1168,2020
MN,Hubbard County,592,596,785,1100,1145,2020
MN,Itasca County,633,637,839,1046,1137,2020
MN,Jackson County,471,552,714,892,967,2020
MN,Kanabec County,699,703,907,1216,1352,2020
MN,Kandiyohi County,606,649,815,1176,1391,2020
MN,Kittson County,471,549,714,899,967,2020
MN,Koochiching County,472,547,716,980,1009,2020
MN,Lac qui Parle County,471,552,714,940,978,2020
MN,Lake County,525,610,796,1117,1121,2020
MN,Lake of the Woods County,541,623,820,1022,1155,2020
MN,Lincoln County,484,557,734,915,994,2020
MN,Lyon County,490,564,743,1014,1277,2020
MN,McLeod County,557,642,845,1219,1393,2020
MN,Mahnomen County,661,675,774,965,1049,2020
MN,Marshall County,465,542,714,991,1201,2020
MN,Martin County,487,561,739,1029,1032,2020
MN,Meeker County,538,626,825,1028,1185,2020
MN,Morrison County,516,594,782,1077,1136,2020
MN,Mower County,532,620,816,1150,1182,2020
MN,Murray County,471,548,714,1002,1006,2020
MN,Nobles County,606,610,803,1069,1088,2020
MN,Norman County,471,586,714,890,1162,2020
MN,Otter Tail County,545,588,774,986,1049,2020
MN,Pennington County,517,603,794,989,1076,2020
MN,Pine County,570,656,864,1091,1304,2020
MN,Pipestone County,471,596,714,964,967,2020
MN,Pope County,534,615,810,1137,1141,2020
MN,Red Lake County,579,627,714,964,967,2020
MN,Redwood County,471,623,714,1030,1081,2020
MN,Renville County,572,575,714,940,1008,2020
MN,Rice County,635,738,972,1337,1361,2020
MN,Rock County,514,591,779,1023,1065,2020
MN,Roseau County,510,595,783,976,1061,2020
MN,Steele County,566,660,869,1232,1526,2020
MN,Stevens County,494,658,749,1004,1259,2020
MN,Swift County,548,552,714,973,1042,2020
MN,Todd County,486,566,746,930,1011,2020
MN,Traverse County,471,542,714,890,1006,2020
MN,Wadena County,471,560,714,910,1254,2020
MN,Waseca County,542,545,718,1036,1060,2020
MN,Watonwan County,471,627,714,964,967,2020
MN,Wilkin County,471,563,714,1030,1254,2020
MN,Winona County,537,645,824,1041,1265,2020
MN,Yellow Medicine County,471,575,714,964,967,2020
MS,Adams County,536,575,715,891,998,2020
MS,Alcorn County,511,521,682,944,1081,2020
MS,Amite County,492,520,657,910,958,2020
MS,Attala County,492,565,657,854,1000,2020
MS,Bolivar County,555,571,741,923,1004,2020
MS,Calhoun County,492,556,657,877,1068,2020
MS,Carroll County,492,520,657,819,915,2020
MS,Chickasaw County,436,499,657,864,913,2020
MS,Choctaw County,563,571,752,937,1019,2020
MS,Claiborne County,509,561,679,846,920,2020
MS,Clarke County,509,538,680,847,921,2020
MS,Clay County,492,520,657,948,1032,2020
MS,Coahoma County,444,545,682,850,924,2020
