state initials,county name,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,year
OK,McIntosh County,568,639,728,1042,1260,2021
OK,Major County,591,610,767,992,1040,2021
OK,Marshall County,492,565,745,927,1184,2021
OK,Mayes County,602,606,798,1056,1145,2021
OK,Murray County,622,626,775,964,1215,2021
OK,Muskogee County,527,591,757,1032,1075,2021
OK,Noble County,561,639,728,1042,1260,2021
OK,Nowata County,587,591,779,979,1349,2021
OK,Okfuskee County,561,622,728,905,1062,2021
OK,Ottawa County,531,611,805,1001,1095,2021
OK,Payne County,710,732,877,1223,1372,2021
OK,Pittsburg County,610,614,809,1006,1291,2021
OK,Pontotoc County,603,607,795,1044,1078,2021
OK,Pottawatomie County,546,608,792,1036,1123,2021
OK,Pushmataha County,480,567,728,970,1076,2021
OK,Roger Mills County,564,573,732,910,1067,2021
OK,Seminole County,485,552,728,932,1128,2021
OK,Stephens County,569,586,739,999,1093,2021
OK,Texas County,705,721,822,1022,1206,2021
OK,Tillman County,561,639,728,913,1074,2021
OK,Washington County,626,653,744,1039,1220,2021
OK,Washita County,568,647,737,917,1040,2021
OK,Woods County,602,686,782,976,1139,2021
OK,Woodward County,651,730,845,1188,1231,2021
OR,Baker County,561,669,851,1218,1318,2021
OR,Clatsop County,754,897,1095,1567,1777,2021
OR,Coos County,632,777,958,1371,1659,2021
OR,Crook County,656,754,994,1297,1509,2021
OR,Curry County,725,891,1099,1573,1866,2021
OR,Douglas County,746,857,1130,1617,1882,2021
OR,Gilliam County,678,792,1027,1277,1698,2021
OR,Grant County,541,654,820,1174,1229,2021
OR,Harney County,484,578,734,1050,1206,2021
OR,Hood River County,860,989,1303,1865,2056,2021
OR,Jefferson County,624,830,946,1354,1638,2021
OR,Klamath County,618,682,895,1272,1425,2021
OR,Lake County,519,690,786,1092,1206,2021
OR,Lincoln County,725,882,1099,1573,1903,2021
OR,Malheur County,578,632,833,1105,1332,2021
OR,Morrow County,631,726,957,1190,1298,2021
OR,Sherman County,622,715,942,1348,1372,2021
OR,Tillamook County,726,772,1018,1457,1722,2021
OR,Umatilla County,595,715,893,1267,1546,2021
OR,Union County,627,722,951,1361,1552,2021
OR,Wallowa County,569,699,862,1211,1371,2021
OR,Wasco County,833,955,1259,1719,2180,2021
OR,Wheeler County,518,605,785,1123,1298,2021
PA,Bedford County,588,610,746,962,1065,2021
PA,Bradford County,622,652,815,1096,1212,2021
PA,Cameron County,537,549,724,901,982,2021
PA,Clarion County,615,619,726,903,991,2021
PA,Clearfield County,545,620,770,998,1164,2021
PA,Clinton County,564,649,855,1132,1480,2021
PA,Crawford County,537,606,766,957,1039,2021
PA,Elk County,478,577,724,978,982,2021
PA,Forest County,543,564,732,910,993,2021
PA,Fulton County,537,635,724,950,1208,2021
PA,Greene County,650,653,758,943,1028,2021
PA,Huntingdon County,571,609,724,978,1085,2021
PA,Indiana County,653,672,816,1015,1107,2021
PA,Jefferson County,591,594,758,945,1028,2021
PA,Juniata County,489,563,741,922,1069,2021
PA,Lawrence County,550,633,834,1041,1218,2021
PA,McKean County,575,579,763,949,1068,2021
PA,Mifflin County,528,624,733,982,1231,2021
PA,Northumberland County,526,597,770,959,1071,2021
PA,Potter County,545,597,735,1018,1118,2021
PA,Schuylkill County,615,619,797,1054,1160,2021
PA,Snyder County,632,636,798,1052,1167,2021
PA,Somerset County,597,600,724,957,1096,2021
PA,Sullivan County,537,635,724,1036,1254,2021
PA,Susquehanna County,552,643,837,1097,1242,2021
PA,Tioga County,543,635,823,1071,1283,2021
PA,Union County,618,724,834,1110,1131,2021
PA,Venango County,553,583,724,901,1204,2021
PA,Warren County,590,594,724,919,1014,2021
PA,Wayne County,693,751,934,1235,1267,2021
SC,Abbeville County,524,527,695,995,1203,2021
SC,Allendale County,512,515,679,917,921,2021
SC,Bamberg County,579,583,768,1095,1156,2021
SC,Barnwell County,570,601,695,919,942,2021
SC,Cherokee County,501,576,759,968,1226,2021
SC,Chesterfield County,588,629,717,982,1041,2021
SC,Clarendon County,522,525,692,861,1033,2021
SC,Colleton County,665,711,811,1056,1145,2021
SC,Dillon County,557,594,679,852,1072,2021
SC,Georgetown County,680,684,902,1274,1278,2021
SC,Greenwood County,667,676,778,1046,1055,2021
SC,Hampton County,517,520,679,952,1176,2021
SC,Lee County,565,571,689,901,1166,2021
SC,McCormick County,525,528,696,996,1021,2021
SC,Marion County,526,529,679,908,921,2021
SC,Marlboro County,523,527,679,923,1033,2021
SC,Newberry County,619,623,821,1077,1264,2021
SC,Oconee County,539,586,772,1060,1095,2021
SC,Orangeburg County,619,633,722,921,1246,2021
SC,Williamsburg County,559,563,742,923,1133,2021
SD,Aurora County,503,587,719,894,1002,2021
SD,Beadle County,555,559,728,1040,1079,2021
SD,Bennett County,510,623,729,907,1136,2021
SD,Bon Homme County,503,546,719,988,992,2021
SD,Brookings County,613,617,811,1161,1404,2021
SD,Brown County,581,630,830,1188,1207,2021
SD,Brule County,503,546,719,1029,1121,2021
SD,Buffalo County,541,587,774,963,1207,2021
SD,Butte County,599,634,836,1040,1303,2021
SD,Campbell County,503,546,719,1029,1121,2021
SD,Charles Mix County,503,547,719,935,1024,2021
SD,Clark County,539,585,771,959,1144,2021
SD,Clay County,554,606,799,1063,1383,2021
SD,Codington County,542,602,794,1097,1352,2021
SD,Corson County,503,546,719,906,1062,2021
SD,Davison County,561,645,850,1070,1472,2021
SD,Day County,503,606,719,996,1121,2021
SD,Deuel County,503,617,719,1029,1121,2021
SD,Dewey County,516,559,737,917,999,2021
SD,Douglas County,541,587,774,1007,1207,2021
SD,Edmunds County,503,575,719,1029,1245,2021
SD,Fall River County,544,590,778,1004,1347,2021
SD,Faulk County,514,558,735,914,1146,2021
SD,Grant County,534,580,764,950,1191,2021
SD,Gregory County,503,546,719,965,1121,2021
SD,Haakon County,541,587,774,1007,1207,2021
SD,Hamlin County,508,591,726,981,984,2021
SD,Hand County,503,546,719,989,1121,2021
SD,Hanson County,503,546,719,1029,1121,2021
SD,Harding County,589,639,842,1047,1313,2021
SD,Hughes County,515,592,780,1116,1350,2021
SD,Hutchinson County,544,590,778,970,1055,2021
SD,Hyde County,520,564,743,924,1158,2021
SD,Jackson County,503,631,719,1029,1108,2021
SD,Jerauld County,503,631,719,1029,1121,2021
SD,Jones County,503,546,719,936,1121,2021
SD,Kingsbury County,540,586,772,1105,1145,2021
SD,Lake County,503,546,719,1029,1185,2021
SD,Lawrence County,543,607,787,1126,1363,2021
SD,Lyman County,527,597,753,937,1174,2021
SD,McPherson County,527,571,753,1078,1174,2021
SD,Marshall County,503,546,719,992,1121,2021
SD,Mellette County,503,546,719,894,1121,2021
SD,Miner County,503,546,719,894,1121,2021
SD,Moody County,503,631,719,898,1202,2021
SD,Oglala Lakota County,503,546,719,894,975,2021
SD,Perkins County,516,560,738,918,1197,2021
SD,Potter County,534,580,764,994,1191,2021
SD,Roberts County,503,547,719,932,1022,2021
SD,Sanborn County,503,595,719,904,1245,2021
SD,Spink County,511,555,731,931,991,2021
SD,Stanley County,609,661,871,1134,1358,2021
SD,Sully County,503,559,719,938,1121,2021
SD,Todd County,503,546,719,944,978,2021
SD,Tripp County,503,546,719,924,1121,2021
SD,Walworth County,510,625,729,964,1111,2021
SD,Yankton County,543,590,777,1034,1094,2021
SD,Ziebach County,503,546,719,897,1071,2021
TN,Bedford County,627,631,832,1035,1224,2021
TN,Benton County,514,582,663,849,961,2021
TN,Bledsoe County,514,549,663,949,1148,2021
TN,Carroll County,514,582,663,855,899,2021
TN,Claiborne County,527,544,680,846,931,2021
TN,Clay County,514,519,663,949,957,2021
TN,Cocke County,500,503,663,949,1148,2021
TN,Coffee County,573,577,760,1035,1314,2021
TN,Cumberland County,543,546,720,1023,1140,2021
TN,Decatur County,514,582,663,825,980,2021
TN,DeKalb County,512,515,679,942,1004,2021
TN,Dyer County,471,542,714,1022,1065,2021
TN,Fentress County,500,503,663,837,1042,2021
TN,Franklin County,520,523,678,970,1115,2021
TN,Gibson County,571,625,736,1011,1274,2021
TN,Giles County,544,616,702,916,1128,2021
TN,Greene County,554,557,670,951,1137,2021
TN,Grundy County,514,514,663,888,980,2021
TN,Hancock County,502,505,663,898,1148,2021
TN,Hardeman County,500,503,663,867,928,2021
TN,Hardin County,541,545,718,893,1092,2021
TN,Haywood County,503,522,688,933,1017,2021
TN,Henderson County,544,577,702,940,952,2021
TN,Henry County,527,530,689,887,939,2021
TN,Houston County,583,587,773,961,1048,2021
TN,Humphreys County,520,588,670,925,1160,2021
TN,Jackson County,500,503,663,825,899,2021
TN,Johnson County,522,525,692,861,1023,2021
TN,Lake County,500,503,663,825,959,2021
TN,Lauderdale County,516,519,684,899,1073,2021
TN,Lawrence County,546,551,704,921,1093,2021
TN,Lewis County,500,503,663,901,980,2021
TN,Lincoln County,558,578,719,998,1109,2021
TN,McMinn County,586,663,756,1021,1025,2021
TN,McNairy County,514,561,663,873,1148,2021
TN,Marshall County,590,594,783,1007,1062,2021
TN,Meigs County,515,583,664,950,982,2021
TN,Monroe County,455,590,689,931,934,2021
TN,Moore County,514,519,663,933,980,2021
TN,Obion County,476,573,696,896,944,2021
TN,Overton County,514,519,663,916,980,2021
TN,Perry County,500,503,663,925,980,2021
TN,Pickett County,501,519,663,825,980,2021
TN,Putnam County,579,583,757,1042,1152,2021
TN,Rhea County,539,543,715,956,1193,2021
TN,Scott County,500,504,663,896,899,2021
TN,Sevier County,687,717,843,1114,1249,2021
TN,Stewart County,539,544,695,864,1203,2021
TN,Van Buren County,500,503,663,861,980,2021
TN,Warren County,541,545,718,893,1073,2021
TN,Wayne County,514,556,663,898,980,2021
TN,Weakley County,523,557,675,858,995,2021
TN,White County,563,568,726,903,984,2021
TX,Anderson County,601,697,819,1170,1410,2021
TX,Andrews County,809,886,1103,1383,1907,2021
TX,Angelina County,775,779,914,1155,1239,2021
TX,Bailey County,538,582,734,1050,1085,2021
TX,Baylor County,538,644,734,1050,1085,2021
TX,Bee County,745,750,988,1388,1614,2021
TX,Blanco County,681,705,929,1156,1369,2021
TX,Borden County,620,670,845,1115,1249,2021
TX,Bosque County,585,606,798,993,1122,2021
TX,Brewster County,662,666,865,1169,1173,2021
TX,Briscoe County,538,582,734,1050,1085,2021
TX,Brooks County,538,582,734,913,1085,2021
TX,Brown County,559,668,847,1207,1276,2021
TX,Burnet County,737,791,902,1219,1223,2021
TX,Calhoun County,584,748,885,1198,1309,2021
TX,Camp County,560,664,763,1092,1319,2021
TX,Cass County,538,557,734,1050,1177,2021
TX,Castro County,538,644,734,1027,1085,2021
TX,Cherokee County,519,610,787,1063,1067,2021
TX,Childress County,628,679,856,1065,1266,2021
TX,Cochran County,538,582,734,913,1121,2021
TX,Coke County,538,557,734,913,1085,2021
TX,Coleman County,568,588,775,1039,1051,2021
TX,Collingsworth County,538,644,734,990,1085,2021
TX,Colorado County,576,596,786,1074,1143,2021
TX,Comanche County,538,644,734,1050,1092,2021
TX,Concho County,631,653,860,1070,1272,2021
TX,Cooke County,668,756,911,1231,1235,2021
TX,Cottle County,538,582,734,913,1085,2021
TX,Crane County,545,590,743,1063,1099,2021
TX,Crockett County,538,582,734,969,1085,2021
TX,Culberson County,620,641,845,1115,1249,2021
TX,Dallam County,603,721,822,1022,1215,2021
TX,Dawson County,538,644,734,992,995,2021
TX,Deaf Smith County,671,675,890,1113,1207,2021
TX,Delta County,538,605,734,992,995,2021
TX,DeWitt County,656,758,895,1178,1379,2021
TX,Dickens County,538,582,734,969,1085,2021
TX,Dimmit County,620,670,845,1115,1249,2021
TX,Donley County,539,558,735,1005,1087,2021
TX,Duval County,538,582,734,1046,1050,2021
TX,Eastland County,484,629,734,913,995,2021
TX,Edwards County,620,670,845,1115,1249,2021
TX,Erath County,707,711,875,1182,1187,2021
TX,Fannin County,600,621,818,1156,1198,2021
TX,Fayette County,634,656,865,1169,1173,2021
TX,Fisher County,538,582,734,985,1085,2021
TX,Floyd County,618,675,843,1049,1143,2021
TX,Foard County,620,670,845,1115,1249,2021
TX,Franklin County,601,682,819,1077,1418,2021
TX,Freestone County,538,557,734,1050,1271,2021
TX,Frio County,613,733,836,1100,1236,2021
TX,Gaines County,555,601,757,1083,1119,2021
TX,Garza County,574,621,783,974,1190,2021
TX,Gillespie County,750,776,1023,1464,1580,2021
TX,Glasscock County,620,670,845,1115,1249,2021
TX,Gonzales County,703,707,852,1211,1260,2021
TX,Gray County,630,652,859,1168,1270,2021
TX,Grimes County,601,622,820,1058,1112,2021
TX,Hale County,538,644,734,1050,1245,2021
TX,Hall County,538,592,734,1024,1085,2021
TX,Hamilton County,563,674,768,955,1136,2021
TX,Hansford County,640,719,873,1086,1291,2021
TX,Hardeman County,538,557,734,969,1085,2021
TX,Harrison County,585,717,886,1113,1201,2021
TX,Hartley County,650,778,887,1269,1311,2021
TX,Haskell County,538,644,734,1027,1085,2021
TX,Hemphill County,731,757,997,1240,1474,2021
TX,Henderson County,628,650,857,1115,1274,2021
TX,Hill County,536,644,812,1050,1101,2021
TX,Hockley County,541,647,738,1056,1278,2021
TX,Hopkins County,557,674,844,1208,1335,2021
TX,Houston County,549,568,749,932,1016,2021
TX,Howard County,750,897,1023,1272,1430,2021
TX,Hutchinson County,628,650,857,1112,1328,2021
TX,Jack County,554,599,755,1081,1307,2021
TX,Jackson County,645,724,879,1258,1300,2021
TX,Jasper County,644,648,854,1154,1158,2021
TX,Jeff Davis County,620,670,845,1115,1249,2021
TX,Jim Hogg County,620,670,845,1209,1249,2021
TX,Jim Wells County,661,706,930,1157,1375,2021
TX,Karnes County,573,690,869,1081,1285,2021
TX,Kenedy County,620,670,845,1115,1249,2021
TX,Kent County,620,670,845,1115,1249,2021
TX,Kerr County,782,800,912,1305,1342,2021
TX,Kimble County,584,669,796,994,1177,2021
TX,King County,620,670,845,1115,1249,2021
TX,Kinney County,628,679,856,1065,1266,2021
TX,Kleberg County,689,712,939,1295,1617,2021
TX,Knox County,538,582,734,913,1085,2021
TX,Lamar County,580,624,815,1083,1365,2021
TX,Lamb County,550,638,750,933,1017,2021
TX,La Salle County,557,592,760,1088,1124,2021
TX,Lavaca County,542,624,822,1127,1215,2021
TX,Lee County,691,813,947,1178,1400,2021
TX,Leon County,556,575,758,1032,1036,2021
TX,Limestone County,554,637,839,1044,1138,2021
TX,Lipscomb County,576,624,786,1033,1074,2021
TX,Live Oak County,562,581,766,1096,1133,2021
TX,Llano County,712,737,971,1208,1519,2021
TX,Loving County,620,670,845,1115,1249,2021
TX,McCulloch County,654,677,892,1109,1319,2021
TX,McMullen County,620,670,845,1115,1249,2021
TX,Madison County,686,715,936,1164,1269,2021
TX,Marion County,582,630,794,1076,1174,2021
TX,Mason County,656,710,895,1244,1323,2021
TX,Matagorda County,690,694,894,1177,1548,2021
TX,Maverick County,601,605,781,973,1166,2021
TX,Menard County,546,590,744,966,1100,2021
TX,Milam County,543,604,740,1059,1281,2021
TX,Mills County,540,585,737,917,1090,2021
TX,Mitchell County,545,609,743,952,1204,2021
TX,Montague County,672,695,916,1162,1354,2021
TX,Moore County,639,662,872,1085,1289,2021
TX,Morris County,484,557,734,1050,1252,2021
TX,Motley County,538,582,734,959,1085,2021
TX,Nacogdoches County,618,734,900,1177,1333,2021
TX,Navarro County,642,656,864,1237,1391,2021
TX,Nolan County,558,577,761,1087,1318,2021
TX,Ochiltree County,588,636,802,1026,1186,2021
TX,Palo Pinto County,590,665,840,1137,1320,2021
TX,Panola County,615,636,838,1042,1156,2021
TX,Parmer County,538,644,734,976,1085,2021
TX,Pecos County,627,774,948,1334,1641,2021
TX,Polk County,563,689,795,1118,1153,2021
TX,Presidio County,538,582,734,1050,1085,2021
TX,Rains County,549,636,749,1035,1107,2021
TX,Reagan County,727,787,992,1234,1467,2021
TX,Real County,645,698,880,1185,1301,2021
TX,Red River County,540,559,737,917,1090,2021
TX,Reeves County,618,740,843,1205,1246,2021
TX,Refugio County,604,722,823,1024,1303,2021
TX,Roberts County,620,670,845,1115,1249,2021
TX,Runnels County,575,595,784,975,1063,2021
TX,Sabine County,538,644,734,1050,1085,2021
TX,San Augustine County,600,621,818,1017,1209,2021
TX,San Jacinto County,557,602,759,1025,1029,2021
TX,San Saba County,587,607,800,1001,1183,2021
TX,Schleicher County,602,651,821,1084,1214,2021
TX,Scurry County,670,731,913,1152,1457,2021
TX,Shackelford County,538,582,734,969,1085,2021
TX,Shelby County,538,557,734,978,1271,2021
TX,Sherman County,538,644,734,1050,1137,2021
TX,Starr County,538,587,734,940,1085,2021
TX,Stephens County,538,590,734,1050,1085,2021
TX,Sterling County,620,670,845,1115,1249,2021
TX,Stonewall County,620,670,845,1115,1249,2021
TX,Sutton County,551,659,751,991,1110,2021
TX,Swisher County,538,557,734,992,995,2021
TX,Terrell County,628,680,857,1131,1267,2021
TX,Terry County,560,580,764,1032,1036,2021
TX,Throckmorton County,538,582,734,1050,1085,2021
TX,Titus County,583,625,789,998,1342,2021
TX,Trinity County,645,668,880,1095,1347,2021
TX,Tyler County,572,684,780,1022,1153,2021
TX,Upton County,538,644,734,975,1085,2021
TX,Uvalde County,687,704,802,998,1389,2021
TX,Val Verde County,643,647,853,1152,1157,2021
TX,Van Zandt County,624,646,851,1218,1244,2021
TX,Walker County,671,830,1017,1265,1761,2021
TX,Ward County,719,744,980,1281,1449,2021
TX,Washington County,755,806,936,1180,1500,2021
TX,Wharton County,603,699,822,1113,1423,2021
TX,Wheeler County,538,603,734,933,1089,2021
TX,Wilbarger County,589,665,803,1014,1187,2021
TX,Willacy County,553,557,734,945,995,2021
TX,Winkler County,566,613,772,1105,1141,2021
TX,Wood County,623,644,849,1091,1255,2021
TX,Yoakum County,582,696,793,986,1172,2021
TX,Young County,541,575,738,992,1091,2021
TX,Zapata County,538,624,734,1000,1085,2021
TX,Zavala County,538,640,734,913,1085,2021
UT,Beaver County,519,581,734,992,1271,2021
UT,Carbon County,514,581,734,993,1271,2021
UT,Daggett County,612,685,865,1138,1405,2021
UT,Duchesne County,613,681,867,1151,1427,2021
UT,Emery County,519,644,734,914,995,2021
UT,Garfield County,519,581,734,991,1102,2021
UT,Grand County,630,676,891,1275,1447,2021
UT,Iron County,521,692,789,1100,1360,2021
UT,Kane County,758,849,1072,1389,1454,2021
UT,Millard County,519,644,734,986,1271,2021
UT,Piute County,519,581,734,1050,1192,2021
UT,Rich County,612,685,865,1138,1405,2021
UT,San Juan County,629,644,734,917,1012,2021
UT,Sanpete County,562,603,795,989,1112,2021
UT,Sevier County,530,568,749,1010,1134,2021
UT,Summit County,969,1115,1469,1827,2464,2021
UT,Uintah County,672,821,1019,1397,1618,2021
UT,Wasatch County,869,932,1228,1630,2053,2021
UT,Wayne County,531,649,751,934,1219,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Addison County,806,908,1135,1418,1540,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Bennington County,764,881,1011,1365,1371,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Caledonia County,757,790,900,1119,1529,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Essex County,573,596,758,1007,1049,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Lamoille County,822,828,1060,1318,1437,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orange County,779,784,1033,1315,1422,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Orleans County,626,726,828,1126,1291,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Rutland County,799,814,960,1309,1441,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Washington County,761,876,1154,1443,1628,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
VT,Windham County,771,883,1099,1367,1490,2021
